first_name,last_name,birth_date,full_name
konate,bacon,1988-01-17,konate bacon
goodwin,kennedy,1999-03-30,goodwin kennedy
eimantas,mosley,1978-03-31,eimantas mosley
rebraca,hayward,1993-02-13,rebraca hayward
willie,silas,1987-04-29,willie silas
treier,courby,1989-05-30,treier courby
fitch,cancar,1992-10-27,fitch cancar
desi,korkmaz,2001-12-11,desi korkmaz
dijon,stojakovic,1986-09-25,dijon stojakovic
d'or,parrado,1984-07-09,d'or parrado
pusica,caupain,1996-07-17,pusica caupain
jahidi,dickens,1995-01-18,jahidi dickens
d'vauntes,mekowulu,1972-04-13,d'vauntes mekowulu
aaron,birch,1995-06-04,aaron birch
oberto,filippi,1990-05-19,oberto filippi
gianmarco,law,1986-11-30,gianmarco law
walsh,wayns,1982-03-29,walsh wayns
rj,birgander,2000-07-03,rj birgander
clyburn,hairston,1986-06-28,clyburn hairston
beane,alexandre,1976-01-21,beane alexandre
evgeny,stepania,1993-12-31,evgeny stepania
iman,bowen,1980-03-14,iman bowen
osetkowski,looney,1993-02-15,osetkowski looney
fortas,sims,1999-11-29,fortas sims
foster,flores,1987-02-04,foster flores
kloof,przybilla,1991-09-09,kloof przybilla
gintvainis,batiste,1997-06-25,gintvainis batiste
kinsey,babb,1983-12-28,kinsey babb
udoka,gonzalez,1995-11-30,udoka gonzalez
moochie,gugliotta,1971-12-25,moochie gugliotta
cain,murray,1995-12-02,cain murray
randy,johnson,1993-11-25,randy johnson
carlo,mcguire,1987-03-16,carlo mcguire
king,alpert,1983-01-20,king alpert
mckissic,carter,1985-11-21,mckissic carter
randle,wade,1988-12-05,randle wade
matteo,coffey,1994-03-04,matteo coffey
abdoulaye,mays,1982-11-27,abdoulaye mays
mamadi,rodriguez,1991-06-17,mamadi rodriguez
keldon,davidovac,1976-12-10,keldon davidovac
mindaugas,kabengele,1989-03-10,mindaugas kabengele
luz,appling,1995-05-05,luz appling
edney,matthew,1991-01-27,edney matthew
gian,conroy,1985-07-22,gian conroy
gabriel,moraschini,1986-05-20,gabriel moraschini
stan,aldemir,1993-09-09,stan aldemir
sene,ndour,1997-06-14,sene ndour
milaknis,hickerson,1989-07-08,milaknis hickerson
tuncer,kittles,1987-03-09,tuncer kittles
moss,bachynski,1969-09-19,moss bachynski
juwan,egwu,1995-04-09,juwan egwu
trent,saunders,1990-02-25,trent saunders
don,yildizli,1990-09-15,don yildizli
alpha,dixon,1989-06-30,alpha dixon
oroz,ginobili,1986-04-30,oroz ginobili
angelo,thabeet,1976-12-09,angelo thabeet
moses,motley,1993-04-19,moses motley
magarity,burke,1980-10-28,magarity burke
zeljko,bembry,1994-03-21,zeljko bembry
sirvydis,punter,1982-09-18,sirvydis punter
radoje,wood,1992-12-23,radoje wood
javier,ejim,1994-04-05,javier ejim
roberts,malmanis,1996-03-29,roberts malmanis
sanders,pekovic,1986-05-08,sanders pekovic
kaspar,ramos,2001-01-12,kaspar ramos
ristic,montero,1996-02-19,ristic montero
dermarr,jovanovic,1997-03-24,dermarr jovanovic
sesay,mahmutoglu,1998-07-11,sesay mahmutoglu
motos,payton,1996-06-02,motos payton
tote,cesar,1991-03-24,tote cesar
jonathan,newman,1991-06-03,jonathan newman
almond,gudaitis,1994-10-18,almond gudaitis
ozan,drummond,1989-01-30,ozan drummond
navarro,phillips,2000-12-30,navarro phillips
moon,sibert,1984-10-25,moon sibert
wembanyama,childs,2002-11-12,wembanyama childs
kavion,kerr,1977-05-27,kavion kerr
jamychal,benson,1981-01-19,jamychal benson
arslan,bazinas,1995-03-15,arslan bazinas
janari,woodard,1984-01-17,janari woodard
koufos,nixon,1992-04-27,koufos nixon
brussino,metu,1991-08-01,brussino metu
da ros,walton,1985-02-01,da ros walton
alejandro,mekel,2003-01-04,alejandro mekel
onyeka,de,1976-06-02,onyeka de
donovan,terrell,1991-03-09,donovan terrell
tristan,senglin,1992-01-07,tristan senglin
bracey,upson,1994-03-29,bracey upson
qyntel,mccullough,1993-05-17,qyntel mccullough
wiley,klepeisz,1987-07-06,wiley klepeisz
de'andre,zizic,1976-04-23,de'andre zizic
millsap,tolliver,1999-01-18,millsap tolliver
guduric,drake,1978-02-04,guduric drake
mo,guyton,1978-06-28,mo guyton
fotsis,rider,1997-07-17,fotsis rider
viacheslav,kyser,1980-05-09,viacheslav kyser
russell,hayes,1990-04-09,russell hayes
bennett,pajola,1991-11-12,bennett pajola
athanasios,bowdler,2002-05-03,athanasios bowdler
keith,paige,1997-12-05,keith paige
pavani,yao,1989-11-01,pavani yao
dunston,newble,1984-03-28,dunston newble
deng,townes,1989-08-29,deng townes
atias,zanelli,1987-03-06,atias zanelli
alando,nedovic,1991-05-16,alando nedovic
oliver,medvedenko,1986-05-15,oliver medvedenko
conroy,mashburn,1995-05-04,conroy mashburn
mekel,heckmann,1989-11-21,mekel heckmann
raef,maggette,1987-06-21,raef maggette
perry,monk,1999-01-21,perry monk
delk,cooke,1990-04-05,delk cooke
moore,bayehe,1976-09-12,moore bayehe
speedy,faverani,1986-05-07,speedy faverani
salvatore,forte,1984-08-22,salvatore forte
thabo,pinson,1999-12-06,thabo pinson
cooley,funderburke,1996-10-18,cooley funderburke
jumaine,avdija,1991-11-23,jumaine avdija
dean,collins,1989-02-24,dean collins
bargnani,turiaf,1994-05-23,bargnani turiaf
mitrovic,vesely,1978-02-09,mitrovic vesely
chauncey,bellas,1990-06-03,chauncey bellas
conti,forbes,1988-12-17,conti forbes
kobe,satterfield,1999-03-10,kobe satterfield
ozdemir,raduljica,1989-09-17,ozdemir raduljica
lipkevicius,de,1988-02-07,lipkevicius de
de'anthony,hickson,1998-02-20,de'anthony hickson
rokas,parakhouski,1991-11-23,rokas parakhouski
donyell,tessitori,1996-08-16,donyell tessitori
marcus,nogueira,1985-12-21,marcus nogueira
yuriy,guy,1972-05-05,yuriy guy
casey,ledo,2001-09-22,casey ledo
temple,infante,1985-06-30,temple infante
ayon,poythress,1986-07-15,ayon poythress
malmanis,dobric,1983-10-17,malmanis dobric
margiris,jacobs,1990-04-01,margiris jacobs
omer,artest,1989-10-28,omer artest
rodrigue,trybanski,1981-08-02,rodrigue trybanski
melo,rousselle,1988-04-03,melo rousselle
kim,sant-roos,1985-09-20,kim sant-roos
lahaou,alves,1995-06-23,lahaou alves
doron,buckner,2000-05-08,doron buckner
armon,kleber,1997-07-29,armon kleber
grayson,n'doye,1990-11-09,grayson n'doye
marco,olaizola,1976-05-20,marco olaizola
berkay,dragic,1987-06-18,berkay dragic
shamarkus,bako,1980-05-03,shamarkus bako
danilo,spellman,1983-06-16,danilo spellman
kassius,brenneke,1990-02-20,kassius brenneke
mustafa,lukovic,1975-10-04,mustafa lukovic
del val garcia,datome,1983-12-07,del val garcia datome
zaza,neal,1983-10-29,zaza neal
bob,casarin,1977-02-10,bob casarin
daequan,batum,1987-02-25,daequan batum
jaden,ratton,1989-08-23,jaden ratton
vouyoukas,putney,1987-11-03,vouyoukas putney
barber,tarlac,1993-03-09,barber tarlac
delroy,day,1976-02-29,delroy day
dewan,forrest,1988-06-06,dewan forrest
deandre,deck,1991-05-24,deandre deck
lindsey,garbajosa,1983-03-28,lindsey garbajosa
popovic,tsakalidis,1991-08-03,popovic tsakalidis
larry,logan,1980-10-18,larry logan
yue,magassa,1995-08-07,yue magassa
zydrunas,sastre,1993-01-09,zydrunas sastre
vezenkov,abdul-wahad,2000-09-06,vezenkov abdul-wahad
eatherton,murry,1978-06-28,eatherton murry
quinndary,moerman,1978-02-19,quinndary moerman
garuba,jefferies,1988-01-08,garuba jefferies
jeremiah,evans,1990-04-20,jeremiah evans
wayne,varda,1981-10-19,wayne varda
khryapa,weaver,1992-12-02,khryapa weaver
cotton,clyburn,1982-08-14,cotton clyburn
mengke,cervi,1994-03-09,mengke cervi
jarrod,petrucelli,1995-01-08,jarrod petrucelli
sipahi,robbie,1985-02-19,sipahi robbie
mason,lopatin,1993-10-16,mason lopatin
catanella,hannah,1987-08-18,catanella hannah
rasheed,glover,1990-11-08,rasheed glover
mcfadden,bell-holter,1989-03-02,mcfadden bell-holter
llull,trent,1984-02-19,llull trent
balvin,ceballos,1991-08-07,balvin ceballos
jr,lasme,2002-01-04,jr lasme
cesar lima,fox,1985-12-02,cesar lima fox
shawn,lammers,1983-01-04,shawn lammers
rolands,dubljevic,1988-09-29,rolands dubljevic
leroy,simpkins,1991-08-01,leroy simpkins
yante,queeley,1998-10-07,yante queeley
dorsey,mayo,1985-05-30,dorsey mayo
eulis,harrellson,2002-09-04,eulis harrellson
brezec,ayres,1989-09-19,brezec ayres
palacio,stith,1994-04-16,palacio stith
beasley,san,1993-11-08,beasley san
karl,fitch,1986-04-08,karl fitch
djurisic,adiguzel,1988-01-18,djurisic adiguzel
farmar,larue,1995-07-16,farmar larue
mack,ubiles,1980-03-30,mack ubiles
breein,johnson-odom,1990-07-08,breein johnson-odom
gaspardo,vanderbilt,1986-09-07,gaspardo vanderbilt
christian,evstigneev,1988-03-15,christian evstigneev
babatunde,o'neal,1970-05-09,babatunde o'neal
loyd,boumtje-boumtje,1985-09-14,loyd boumtje-boumtje
kaimakoglou,munford,1994-05-20,kaimakoglou munford
mazzola,wingate,2002-08-23,mazzola wingate
d'ercole,alonso,1993-01-09,d'ercole alonso
sundiata,ladurner,1992-03-13,sundiata ladurner
lionel,kuric,1994-09-20,lionel kuric
ratton,zipser,1982-08-03,ratton zipser
taurean,stoilov,1987-01-18,taurean stoilov
roscoe,bartolome,1989-07-03,roscoe bartolome
beniamino,macklin,1976-12-08,beniamino macklin
rabaseda,bazemore,1986-01-02,rabaseda bazemore
jarvis,frisby,1990-03-08,jarvis frisby
joel,bogut,1985-10-06,joel bogut
antoine,layman,1986-05-14,antoine layman
woods,harrow,1987-04-28,woods harrow
devonte',payton,1996-09-07,devonte' payton
garbajosa,macijauskas,1994-10-17,garbajosa macijauskas
horton,joseph,1992-02-25,horton joseph
andrei,diakite,1990-01-04,andrei diakite
ford,plumlee,1994-03-28,ford plumlee
tevfik,georges-hunt,1993-03-23,tevfik georges-hunt
ilnitskiy,acker,1975-12-01,ilnitskiy acker
omic,tomas,1991-07-28,omic tomas
michael,skinner,1996-05-29,michael skinner
bornn,samuels,1976-06-23,bornn samuels
kristaps,lucas,1980-10-16,kristaps lucas
leonardo,diaz,1975-10-15,leonardo diaz
kenneth,farrakhan,1988-12-07,kenneth farrakhan
abdul,flynn,1994-06-26,abdul flynn
slokar,caboclo,1994-07-12,slokar caboclo
akyazili,doumbouya,1986-05-26,akyazili doumbouya
luol,palumbo,1995-04-07,luol palumbo
chuma,monte,1988-10-30,chuma monte
derek,dickau,1983-05-05,derek dickau
birch,harkless,1991-04-02,birch harkless
udom,ross,1986-07-03,udom ross
almazan,koufos,1988-05-24,almazan koufos
erten,starks,1993-05-27,erten starks
sulaimon,dellosto,1990-06-18,sulaimon dellosto
jabari,brown,2003-05-31,jabari brown
jeryl,montague,1996-01-23,jeryl montague
dikembe,felton,1992-05-14,dikembe felton
salvo llambrich,hackett,2002-03-29,salvo llambrich hackett
anderson,campbell,1994-10-12,anderson campbell
yannick,afflalo,1993-10-05,yannick afflalo
parra,declercq,1989-08-07,parra declercq
leslie,fernando,1987-01-26,leslie fernando
quinn,freeland,1993-11-25,quinn freeland
helmanis,klimenko,1994-11-20,helmanis klimenko
dickey,kravtsov,1976-11-02,dickey kravtsov
balbay,battie,1997-06-10,balbay battie
corey,wesley,2001-08-02,corey wesley
dickens,cummings,1992-08-25,dickens cummings
phil,radanov,1995-07-22,phil radanov
kay,richard,1999-08-07,kay richard
guilliem,giannopoulos,1974-11-01,guilliem giannopoulos
aleksa,beachem,1979-06-06,aleksa beachem
vittorio,reed,1993-02-25,vittorio reed
devecchi,adams,2001-01-17,devecchi adams
goldwire,gai,1995-03-10,goldwire gai
gasper,queen,2000-08-28,gasper queen
barnies,robertson,1993-04-10,barnies robertson
marti,chalmers,1979-05-08,marti chalmers
gherardo,allred,1983-05-22,gherardo allred
candan,williams,1984-01-28,candan williams
jakeenan,gerun,1985-05-27,jakeenan gerun
jamal,o'bryant,1993-04-02,jamal o'bryant
voshon,volkhin,1994-03-26,voshon volkhin
armstrong,stanley,1983-01-24,armstrong stanley
jagodic-kuridza,basso,1988-01-16,jagodic-kuridza basso
sagaba,willis,1989-08-21,sagaba willis
bonzie,landers,1987-04-22,bonzie landers
sertac,wesson,1977-07-18,sertac wesson
damone,larkin,1993-11-09,damone larkin
punter,vezenkov,1982-07-18,punter vezenkov
de colo,beal,1995-08-20,de colo beal
mccalebb,jabour,1984-04-06,mccalebb jabour
marek,clark,1992-02-04,marek clark
viny,potapenko,1999-07-13,viny potapenko
delfino,irving,1993-12-01,delfino irving
ryan,bender,1993-03-29,ryan bender
ohlbrecht,rabb,1984-04-01,ohlbrecht rabb
timma,olajuwon,1999-07-24,timma olajuwon
myck,porzingis,1993-05-02,myck porzingis
moerman,stiemsma,1993-08-15,moerman stiemsma
ukic,venskus,1999-04-10,ukic venskus
jakovics,ferrando,1992-06-12,jakovics ferrando
shelvin,khvostov,1990-05-10,shelvin khvostov
alvin,poeltl,1999-04-19,alvin poeltl
rigo,conklin,1995-12-21,rigo conklin
caleb,radmanovic,2001-02-02,caleb radmanovic
rivero,uzinskiy,1986-06-07,rivero uzinskiy
ellis,wafer,1973-04-11,ellis wafer
haislip,hobson,1979-04-18,haislip hobson
fabien,jeter,1993-12-27,fabien jeter
alviti,pasecniks,1988-02-14,alviti pasecniks
jenkins,ponds,1995-01-31,jenkins ponds
gytis,jerebko,1986-09-10,gytis jerebko
dwight,ingram,1996-09-13,dwight ingram
loren,hinrich,1996-03-17,loren hinrich
pajola,kilpatrick,1990-12-25,pajola kilpatrick
sabatini,mitoglou,2000-05-23,sabatini mitoglou
jokubaitis,mckie,1992-05-05,jokubaitis mckie
albert,carroll,1990-03-18,albert carroll
duje,vaulet,1994-08-31,duje vaulet
alpert,magarity,1995-06-25,alpert magarity
andreas,dunn,1985-09-11,andreas dunn
osby,anderson,1987-08-15,osby anderson
parrillo,marinkovic,1992-06-03,parrillo marinkovic
metin,akognon,1995-04-10,metin akognon
amar'e,webber,1995-07-23,amar'e webber
edwards,marti,2003-04-05,edwards marti
arturs,carrington,1998-11-15,arturs carrington
sterling,feick,1986-05-25,sterling feick
hayes,hawes,1993-06-22,hayes hawes
krstic,marshall,1992-08-13,krstic marshall
o'bryant iii,tobey,1997-11-10,o'bryant iii tobey
tomas,zanna,1986-06-04,tomas zanna
cate,vinicius,1985-06-23,cate vinicius
jerebko,leday,1983-01-02,jerebko leday
baker,delfino,1988-06-20,baker delfino
campazzo,dieng,1981-04-20,campazzo dieng
odom,herrmann,1990-10-02,odom herrmann
ariel,geben,2002-04-20,ariel geben
dez,balkman,1984-02-23,dez balkman
awudu,coronica,1989-04-09,awudu coronica
pecherov,thompkins,2003-02-22,pecherov thompkins
braun,kloof,1989-11-01,braun kloof
douglas-roberts,eyenga,1985-08-29,douglas-roberts eyenga
whitehead,batista,1983-01-27,whitehead batista
elijah,byars,1997-04-18,elijah byars
poeta,dudley,1992-07-01,poeta dudley
bismack,quinn,1987-11-18,bismack quinn
domantas,cebasek,1976-02-14,domantas cebasek
shai,drew,1993-02-15,shai drew
rui,del,1974-02-18,rui del
lonnie,dalembert,1982-10-13,lonnie dalembert
dave,devecchi,1995-03-26,dave devecchi
cunningham,moultrie,1989-07-06,cunningham moultrie
felix,ricci,1990-01-21,felix ricci
trey,heal,1988-09-09,trey heal
ron,macculloch,1989-11-11,ron macculloch
guerra,henry,1982-06-13,guerra henry
kirk,rochestie,1985-12-21,kirk rochestie
payne,iverson,1984-12-24,payne iverson
webb iii,kolios,1984-04-01,webb iii kolios
tanoulis,graham,1989-11-20,tanoulis graham
cummings,kelley,1991-04-08,cummings kelley
coronica,ebi,1990-10-28,coronica ebi
baron,lacombe,1990-08-07,baron lacombe
udonis,owens,1986-01-15,udonis owens
freeland,u'u,1993-08-29,freeland u'u
shayne,withers,1993-02-04,shayne withers
shields,foote,1989-07-11,shields foote
babbitt,dupree,1986-06-11,babbitt dupree
giannopoulos,budinger,1995-12-29,giannopoulos budinger
kobi,angley,1992-04-09,kobi angley
shawnelle,sura,1979-12-28,shawnelle sura
stanley,hernangomez,2003-12-07,stanley hernangomez
ronnie,bryant,1992-08-12,ronnie bryant
darrick,choupas,1992-08-19,darrick choupas
juan carlos,gaines,1986-09-15,juan carlos gaines
emmanuel,berhanemeskel,1995-03-13,emmanuel berhanemeskel
yudai,baba,1982-11-11,yudai baba
vinales,chikoko,1992-06-27,vinales chikoko
nesby,birutis,1980-08-05,nesby birutis
san miguel,bertans,1993-02-07,san miguel bertans
keifer,barbieri,1991-04-19,keifer barbieri
luke,balbi,1993-03-19,luke balbi
holt,highsmith,1994-10-01,holt highsmith
jakarr,zagars,1995-09-13,jakarr zagars
david,davies,1979-04-13,david davies
leandro,paunic,1993-01-06,leandro paunic
lamelo,umrikhin,1990-02-04,lamelo umrikhin
billy,faye,1996-02-09,billy faye
batiste,cassell,1991-04-15,batiste cassell
magette,watson,1995-07-21,magette watson
rautins,morgan,1989-07-07,rautins morgan
howard,sundov,1980-01-13,howard sundov
sam,howard,1983-02-16,sam howard
zack,wiley,1993-02-14,zack wiley
xabi,nwaba,1994-04-28,xabi nwaba
sacchetti,perrantes,1995-06-22,sacchetti perrantes
quincy,montross,1985-12-26,quincy montross
ndjock,perry,1994-10-09,ndjock perry
hermannsson,savovic,1986-09-29,hermannsson savovic
fogg,recasner,1975-04-30,fogg recasner
shved,winslow,1983-11-07,shved winslow
juan,uskokovic,1994-12-08,juan uskokovic
brackins,vassell,1995-02-17,brackins vassell
stockton,pruitt,1990-12-20,stockton pruitt
skinner,trepagnier,1988-03-04,skinner trepagnier
melvin,milicic,1992-10-13,melvin milicic
metta,liggins,1990-04-23,metta liggins
mattia,o'bryant,1996-04-28,mattia o'bryant
viktor,kabongo,1990-02-15,viktor kabongo
gielo,keefe,1973-10-15,gielo keefe
chasson,munoz,1991-04-13,chasson munoz
renfroe,foyle,1994-02-09,renfroe foyle
nuni,alexander-walker,1990-05-06,nuni alexander-walker
leunen,bilan,1978-05-10,leunen bilan
tim,hlinason,1981-03-31,tim hlinason
mccoy,treier,1984-02-29,mccoy treier
thanasis,campazzo,1984-07-07,thanasis campazzo
michale,kingsley,1988-11-08,michale kingsley
zubkov,mcinnis,1989-11-13,zubkov mcinnis
fridzon,kaimakoglou,1986-01-17,fridzon kaimakoglou
gee,ahearn,1987-05-19,gee ahearn
zeke,ivey,1985-02-01,zeke ivey
cliff,giricek,1993-03-08,cliff giricek
jaycee,kazemi,1995-11-30,jaycee kazemi
shannon,qi,1981-05-04,shannon qi
wanamaker,loyd,1984-05-12,wanamaker loyd
saunders,de,1991-10-15,saunders de
willy,udom,1992-02-05,willy udom
stevic,sanna,1994-06-08,stevic sanna
dahntay,crabbe,2001-08-25,dahntay crabbe
williams,mickey,1997-12-31,williams mickey
jamel,saybir,2002-10-22,jamel saybir
kelvin,thiemann,1997-04-10,kelvin thiemann
cancar,ferry,2000-05-29,cancar ferry
milko,gene,1995-08-09,milko gene
suarez,andriuskevicius,1993-08-03,suarez andriuskevicius
milton,piatkowski,1992-06-04,milton piatkowski
antawn,saric,1990-11-03,antawn saric
knudsen,artis,1992-11-12,knudsen artis
filippo,dunston,1989-10-07,filippo dunston
oriol,kendley,1993-01-20,oriol kendley
sow,fantinelli,1997-11-05,sow fantinelli
van rossom,simien,1981-12-03,van rossom simien
n'doye,nwaelele,1994-02-11,n'doye nwaelele
ognjen,ennis,2001-04-19,ognjen ennis
mcfarlin,nowitzki,1997-01-03,mcfarlin nowitzki
deron,oakley,1998-06-06,deron oakley
jaime,toolson,1991-05-29,jaime toolson
visconti,favors,2003-09-01,visconti favors
jerryd,bibby,1992-08-24,jerryd bibby
mcclish,hibbert,1979-05-28,mcclish hibbert
ware,milaknis,1985-05-31,ware milaknis
